Project15	Dipole-Dipole_1								
5									
11									
3									
Type	of	measurement	"(0=app.resistivity,1=resistance)"						
4	160	0	155	0	125	0	130	0	0.302205
4	290	0	285	0	255	0	260	0	0.302228
4	280	0	240	0	160	0	200	0	0.303308
4	160	0	155	0	125	0	130	0	0.303814
4	185	0	180	0	150	0	155	0	0.304095
4	320	0	300	0	240	0	260	0	0.304185
4	185	0	180	0	150	0	155	0	0.304622
4	100	0	80	0	0	0	20	0	0.305683
4	235	0	230	0	205	0	210	0	0.30622
4	110	0	90	0	10	0	30	0	0.306313
4	110	0	90	0	10	0	30	0	0.307176
4	100	0	80	0	0	0	20	0	0.307375
4	170	0	150	0	70	0	90	0	0.310088
4	170	0	150	0	70	0	90	0	0.310798
4	340	0	330	0	280	0	290	0	0.312042
4	170	0	165	0	135	0	140	0	0.312613
4	170	0	165	0	135	0	140	0	0.312657
4	175	0	170	0	140	0	145	0	0.316513
4	175	0	170	0	140	0	145	0	0.317018
4	360	0	350	0	300	0	310	0	0.317718
4	360	0	355	0	325	0	330	0	0.319036
4	270	0	220	0	120	0	170	0	0.320242
4	160	0	140	0	60	0	80	0	0.320806
4	160	0	140	0	60	0	80	0	0.321113
4	280	0	275	0	245	0	250	0	0.323632
4	220	0	170	0	20	0	70	0	0.324946
4	220	0	170	0	20	0	70	0	0.325435
4	395	0	390	0	355	0	360	0	0.327151
4	270	0	220	0	120	0	170	0	0.330633
4	265	0	260	0	235	0	240	0	0.334576
4	220	0	210	0	170	0	180	0	0.334633
4	220	0	210	0	170	0	180	0	0.334864
4	230	0	210	0	150	0	170	0	0.341953
4	230	0	225	0	200	0	205	0	0.342071
4	230	0	210	0	150	0	170	0	0.343688
4	350	0	345	0	315	0	320	0	0.348586
4	190	0	185	0	155	0	160	0	0.349607
4	190	0	185	0	155	0	160	0	0.350149
4	370	0	360	0	310	0	320	0	0.35102
4	280	0	250	0	190	0	220	0	0.351508
4	385	0	380	0	345	0	350	0	0.351821
4	280	0	250	0	190	0	220	0	0.353089
4	330	0	310	0	250	0	270	0	0.354716
4	95	0	90	0	65	0	70	0	0.356936
4	130	0	120	0	80	0	90	0	0.357247
4	130	0	120	0	80	0	90	0	0.357535
4	290	0	260	0	200	0	230	0	0.35777
4	290	0	260	0	200	0	230	0	0.357899
4	95	0	90	0	65	0	70	0	0.358008
4	285	0	280	0	255	0	260	0	0.360732
4	315	0	310	0	280	0	285	0	0.361319
4	90	0	85	0	60	0	65	0	0.362718
4	90	0	85	0	60	0	65	0	0.363801
4	70	0	65	0	40	0	45	0	0.364057
4	300	0	270	0	210	0	240	0	0.364229
4	70	0	65	0	40	0	45	0	0.365331
4	300	0	270	0	210	0	240	0	0.365881
4	380	0	375	0	340	0	345	0	0.366114
4	210	0	180	0	90	0	120	0	0.368712
4	210	0	180	0	90	0	120	0	0.368879
4	380	0	370	0	320	0	330	0	0.369026
4	65	0	60	0	35	0	40	0	0.371517
4	65	0	60	0	35	0	40	0	0.371707
4	140	0	130	0	90	0	100	0	0.375967
4	140	0	130	0	90	0	100	0	0.378216
4	210	0	170	0	50	0	90	0	0.380708
4	390	0	380	0	330	0	340	0	0.380836
4	210	0	170	0	50	0	90	0	0.380839
4	120	0	115	0	90	0	95	0	0.382326
4	210	0	160	0	10	0	60	0	0.382954
4	120	0	115	0	90	0	95	0	0.383207
4	210	0	160	0	10	0	60	0	0.383215
4	270	0	230	0	150	0	190	0	0.385834
4	60	0	55	0	30	0	35	0	0.38891
4	380	0	360	0	280	0	300	0	0.389076
4	60	0	55	0	30	0	35	0	0.389497
4	115	0	110	0	85	0	90	0	0.391711
4	115	0	110	0	85	0	90	0	0.392628
4	270	0	230	0	150	0	190	0	0.393156
4	370	0	365	0	335	0	340	0	0.394393
4	380	0	350	0	260	0	290	0	0.395798
4	120	0	110	0	70	0	80	0	0.398246
4	120	0	110	0	70	0	80	0	0.39834
4	70	0	60	0	20	0	30	0	0.399521
4	70	0	60	0	20	0	30	0	0.399832
4	345	0	340	0	310	0	315	0	0.400278
4	370	0	320	0	220	0	270	0	0.403395
4	340	0	335	0	305	0	310	0	0.405259
4	110	0	100	0	60	0	70	0	0.407057
4	50	0	40	0	0	0	10	0	0.407401
4	110	0	100	0	60	0	70	0	0.407954
4	50	0	40	0	0	0	10	0	0.407956
4	50	0	45	0	20	0	25	0	0.408427
4	200	0	170	0	80	0	110	0	0.408569
4	50	0	45	0	20	0	25	0	0.409793
4	85	0	80	0	55	0	60	0	0.410585
4	260	0	210	0	110	0	160	0	0.4107
4	260	0	210	0	110	0	160	0	0.410806
4	335	0	330	0	300	0	305	0	0.411968
4	400	0	380	0	300	0	320	0	0.414087
4	200	0	170	0	80	0	110	0	0.414669
4	85	0	80	0	55	0	60	0	0.41499
4	60	0	50	0	10	0	20	0	0.415342
4	60	0	50	0	10	0	20	0	0.415629
4	105	0	100	0	75	0	80	0	0.416174
4	105	0	100	0	75	0	80	0	0.41705
4	55	0	50	0	25	0	30	0	0.417406
4	55	0	50	0	25	0	30	0	0.417687
4	110	0	105	0	80	0	85	0	0.419527
4	110	0	105	0	80	0	85	0	0.420782
4	325	0	320	0	290	0	295	0	0.421573
4	125	0	120	0	95	0	100	0	0.421602
4	150	0	140	0	100	0	110	0	0.421836
4	200	0	150	0	0	0	50	0	0.422095
4	200	0	150	0	0	0	50	0	0.422293
4	390	0	370	0	290	0	310	0	0.422389
4	150	0	140	0	100	0	110	0	0.422837
4	125	0	120	0	95	0	100	0	0.423243
4	130	0	125	0	100	0	105	0	0.425353
4	80	0	75	0	50	0	55	0	0.426272
4	365	0	360	0	330	0	335	0	0.426386
4	130	0	125	0	100	0	105	0	0.426988
4	350	0	340	0	290	0	300	0	0.428092
4	390	0	385	0	355	0	360	0	0.430032
4	40	0	35	0	10	0	15	0	0.43203
4	100	0	95	0	70	0	75	0	0.434001
4	40	0	35	0	10	0	15	0	0.434078
4	100	0	95	0	70	0	75	0	0.435206
4	75	0	70	0	45	0	50	0	0.43722
4	75	0	70	0	45	0	50	0	0.437543
4	310	0	280	0	220	0	250	0	0.443188
4	100	0	90	0	50	0	60	0	0.443614
4	200	0	195	0	170	0	175	0	0.444414
4	100	0	90	0	50	0	60	0	0.444472
4	200	0	160	0	40	0	80	0	0.445329
4	270	0	240	0	180	0	210	0	0.446486
4	200	0	160	0	40	0	80	0	0.446702
4	270	0	240	0	180	0	210	0	0.446856
4	210	0	200	0	160	0	170	0	0.448006
4	210	0	200	0	160	0	170	0	0.448295
4	200	0	195	0	170	0	175	0	0.449019
4	200	0	190	0	150	0	160	0	0.452356
4	260	0	220	0	140	0	180	0	0.452524
4	260	0	220	0	140	0	180	0	0.452942
4	200	0	190	0	150	0	160	0	0.453444
4	320	0	315	0	285	0	290	0	0.453723
4	340	0	300	0	220	0	260	0	0.457957
4	160	0	120	0	0	0	40	0	0.463107
4	340	0	320	0	260	0	280	0	0.464373
4	160	0	120	0	0	0	40	0	0.464413
4	80	0	75	0	50	0	55	0	0.466501
4	35	0	30	0	5	0	10	0	0.46776
4	90	0	80	0	40	0	50	0	0.468786
4	90	0	80	0	40	0	50	0	0.468988
4	35	0	30	0	5	0	10	0	0.469709
4	135	0	130	0	105	0	110	0	0.470695
4	135	0	130	0	105	0	110	0	0.4711
4	320	0	310	0	270	0	280	0	0.471541
4	220	0	200	0	140	0	160	0	0.471694
4	220	0	200	0	140	0	160	0	0.474893
4	145	0	140	0	115	0	120	0	0.485078
4	190	0	160	0	70	0	100	0	0.485458
4	145	0	140	0	115	0	120	0	0.485667
4	80	0	70	0	30	0	40	0	0.485711
4	190	0	160	0	70	0	100	0	0.485966
4	80	0	70	0	30	0	40	0	0.48612
4	140	0	135	0	110	0	115	0	0.486627
4	140	0	135	0	110	0	115	0	0.486726
4	250	0	240	0	210	0	220	0	0.493308
4	250	0	240	0	210	0	220	0	0.493375
4	400	0	395	0	360	0	365	0	0.493381
4	160	0	150	0	110	0	120	0	0.493782
4	330	0	325	0	295	0	300	0	0.493945
4	190	0	150	0	30	0	70	0	0.494114
4	190	0	150	0	30	0	70	0	0.494332
4	160	0	150	0	110	0	120	0	0.494656
4	170	0	130	0	10	0	50	0	0.497994
4	170	0	130	0	10	0	50	0	0.498584
4	260	0	250	0	220	0	230	0	0.501741
4	260	0	250	0	220	0	230	0	0.502886
4	140	0	110	0	20	0	50	0	0.504718
4	170	0	160	0	120	0	130	0	0.50568
4	140	0	110	0	20	0	50	0	0.505795
4	170	0	160	0	120	0	130	0	0.506628
4	45	0	40	0	15	0	20	0	0.507515
4	45	0	40	0	15	0	20	0	0.508271
4	130	0	100	0	10	0	40	0	0.508819
4	120	0	90	0	0	0	30	0	0.50883
4	130	0	100	0	10	0	40	0	0.509466
4	375	0	370	0	340	0	345	0	0.510778
4	180	0	140	0	20	0	60	0	0.511211
4	120	0	90	0	0	0	30	0	0.511212
4	180	0	140	0	20	0	60	0	0.512122
4	350	0	345	0	320	0	325	0	0.51416
4	360	0	355	0	330	0	335	0	0.515449
4	195	0	190	0	165	0	170	0	0.517692
4	195	0	190	0	165	0	170	0	0.520287
4	155	0	150	0	125	0	130	0	0.523136
4	150	0	120	0	30	0	60	0	0.524665
4	155	0	150	0	125	0	130	0	0.5249
4	150	0	120	0	30	0	60	0	0.525848
4	310	0	300	0	270	0	280	0	0.529171
4	400	0	390	0	340	0	350	0	0.53224
4	150	0	145	0	120	0	125	0	0.534325
4	150	0	145	0	120	0	125	0	0.534987
4	280	0	275	0	240	0	245	0	0.53708
4	30	0	25	0	0	0	5	0	0.53734
4	180	0	175	0	150	0	155	0	0.53805
4	190	0	180	0	140	0	150	0	0.538906
4	190	0	180	0	140	0	150	0	0.539245
4	180	0	175	0	150	0	155	0	0.539668
4	30	0	25	0	0	0	5	0	0.539786
4	180	0	150	0	60	0	90	0	0.541037
4	180	0	150	0	60	0	90	0	0.541655
4	210	0	190	0	130	0	150	0	0.5437
4	210	0	190	0	130	0	150	0	0.543978
4	170	0	165	0	140	0	145	0	0.545091
4	170	0	165	0	140	0	145	0	0.546493
4	160	0	130	0	40	0	70	0	0.546812
4	160	0	130	0	40	0	70	0	0.547
4	385	0	380	0	350	0	355	0	0.549003
4	360	0	350	0	310	0	320	0	0.549948
4	165	0	160	0	135	0	140	0	0.552463
4	165	0	160	0	135	0	140	0	0.552984
4	250	0	200	0	100	0	150	0	0.553706
4	250	0	200	0	100	0	150	0	0.55552
4	260	0	230	0	170	0	200	0	0.556232
4	260	0	230	0	170	0	200	0	0.559969
4	180	0	170	0	130	0	140	0	0.562798
4	180	0	170	0	130	0	140	0	0.562898
4	170	0	140	0	50	0	80	0	0.564543
4	170	0	140	0	50	0	80	0	0.564659
4	130	0	110	0	50	0	70	0	0.567109
4	130	0	110	0	50	0	70	0	0.568538
4	280	0	270	0	240	0	250	0	0.570413
4	175	0	170	0	145	0	150	0	0.575756
4	175	0	170	0	145	0	150	0	0.576023
4	140	0	120	0	60	0	80	0	0.577649
4	140	0	120	0	60	0	80	0	0.578418
4	380	0	330	0	230	0	280	0	0.578873
4	160	0	155	0	130	0	135	0	0.579644
4	160	0	155	0	130	0	135	0	0.580124
4	250	0	210	0	130	0	170	0	0.580349
4	400	0	395	0	365	0	370	0	0.580364
4	250	0	210	0	130	0	170	0	0.580571
4	390	0	360	0	270	0	300	0	0.581658
4	300	0	295	0	270	0	275	0	0.581714
4	350	0	310	0	230	0	270	0	0.582356
4	320	0	290	0	230	0	260	0	0.584573
4	160	0	140	0	80	0	100	0	0.587712
4	160	0	140	0	80	0	100	0	0.589162
4	150	0	130	0	70	0	90	0	0.589883
4	150	0	130	0	70	0	90	0	0.590625
4	310	0	305	0	280	0	285	0	0.594958
4	185	0	180	0	155	0	160	0	0.597606
4	185	0	180	0	155	0	160	0	0.597639
4	380	0	375	0	345	0	350	0	0.599974
4	330	0	320	0	280	0	290	0	0.611501
4	335	0	330	0	305	0	310	0	0.61533
4	190	0	185	0	160	0	165	0	0.61587
4	170	0	150	0	90	0	110	0	0.61602
4	170	0	150	0	90	0	110	0	0.616623
4	190	0	185	0	160	0	165	0	0.616954
4	80	0	60	0	0	0	20	0	0.620784
4	80	0	60	0	0	0	20	0	0.620836
4	120	0	100	0	40	0	60	0	0.635232
4	120	0	100	0	40	0	60	0	0.636609
4	245	0	240	0	220	0	225	0	0.640447
4	180	0	160	0	100	0	120	0	0.647179
4	180	0	160	0	100	0	120	0	0.64723
4	200	0	180	0	120	0	140	0	0.649718
4	200	0	180	0	120	0	140	0	0.652479
4	270	0	260	0	230	0	240	0	0.65572
4	355	0	350	0	325	0	330	0	0.657379
4	340	0	335	0	310	0	315	0	0.658862
4	240	0	190	0	90	0	140	0	0.66224
4	240	0	190	0	90	0	140	0	0.662853
4	395	0	390	0	360	0	365	0	0.665875
4	110	0	90	0	30	0	50	0	0.676846
4	110	0	90	0	30	0	50	0	0.677176
4	190	0	170	0	110	0	130	0	0.681119
4	190	0	170	0	110	0	130	0	0.681712
4	250	0	245	0	225	0	230	0	0.684885
4	240	0	230	0	200	0	210	0	0.687274
4	240	0	230	0	200	0	210	0	0.688554
4	100	0	80	0	20	0	40	0	0.690983
4	100	0	80	0	20	0	40	0	0.691926
4	370	0	360	0	320	0	330	0	0.692014
4	90	0	70	0	10	0	30	0	0.6928
4	90	0	70	0	10	0	30	0	0.695985
4	270	0	260	0	230	0	240	0	0.701235
4	250	0	220	0	160	0	190	0	0.708049
4	250	0	220	0	160	0	190	0	0.708916
4	350	0	330	0	270	0	290	0	0.710142
4	240	0	235	0	215	0	220	0	0.71075
4	230	0	220	0	190	0	200	0	0.710973
4	230	0	220	0	190	0	200	0	0.715223
4	315	0	310	0	285	0	290	0	0.716633
4	345	0	340	0	315	0	320	0	0.73286
4	65	0	60	0	40	0	45	0	0.73847
4	70	0	65	0	45	0	50	0	0.739823
4	65	0	60	0	40	0	45	0	0.740804
4	235	0	230	0	210	0	215	0	0.743281
4	70	0	65	0	45	0	50	0	0.744448
4	90	0	85	0	65	0	70	0	0.758807
4	305	0	300	0	265	0	270	0	0.759829
4	90	0	85	0	65	0	70	0	0.761566
4	255	0	250	0	230	0	235	0	0.764342
4	230	0	225	0	205	0	210	0	0.765047
4	350	0	340	0	300	0	310	0	0.767604
4	360	0	320	0	240	0	280	0	0.768018
4	80	0	75	0	55	0	60	0	0.769763
4	365	0	360	0	335	0	340	0	0.773453
4	340	0	330	0	290	0	300	0	0.782253
4	240	0	200	0	120	0	160	0	0.782313
4	370	0	365	0	340	0	345	0	0.786472
4	240	0	200	0	120	0	160	0	0.788711
4	270	0	250	0	210	0	230	0	0.794057
4	280	0	270	0	240	0	250	0	0.795812
4	60	0	55	0	35	0	40	0	0.802474
4	60	0	55	0	35	0	40	0	0.803844
4	80	0	75	0	55	0	60	0	0.807733
4	380	0	370	0	330	0	340	0	0.809966
4	230	0	180	0	80	0	130	0	0.811062
4	230	0	180	0	80	0	130	0	0.811286
4	270	0	250	0	210	0	230	0	0.814798
4	260	0	240	0	200	0	220	0	0.822838
4	85	0	80	0	60	0	65	0	0.824265
4	260	0	240	0	200	0	220	0	0.824276
4	85	0	80	0	60	0	65	0	0.828108
4	55	0	50	0	30	0	35	0	0.832012
4	55	0	50	0	30	0	35	0	0.832072
4	325	0	320	0	295	0	300	0	0.833755
4	330	0	325	0	300	0	305	0	0.836792
4	75	0	70	0	50	0	55	0	0.837907
4	395	0	390	0	365	0	370	0	0.839591
4	75	0	70	0	50	0	55	0	0.846478
4	225	0	220	0	200	0	205	0	0.850721
4	390	0	340	0	240	0	290	0	0.854667
4	280	0	275	0	250	0	255	0	0.86872
4	115	0	110	0	90	0	95	0	0.877987
4	115	0	110	0	90	0	95	0	0.881278
4	95	0	90	0	70	0	75	0	0.883845
4	95	0	90	0	70	0	75	0	0.88471
4	370	0	350	0	290	0	310	0	0.89081
4	260	0	255	0	235	0	240	0	0.898681
4	240	0	210	0	150	0	180	0	0.898913
4	240	0	210	0	150	0	180	0	0.899699
4	310	0	300	0	260	0	270	0	0.900196
4	390	0	380	0	340	0	350	0	0.901099
4	110	0	105	0	85	0	90	0	0.901902
4	110	0	105	0	85	0	90	0	0.902407
4	290	0	280	0	250	0	260	0	0.909321
4	200	0	195	0	175	0	180	0	0.911456
4	390	0	370	0	310	0	330	0	0.914739
4	200	0	195	0	175	0	180	0	0.91806
4	290	0	280	0	250	0	260	0	0.919563
4	290	0	270	0	230	0	250	0	0.919914
4	360	0	340	0	280	0	300	0	0.92002
4	45	0	40	0	20	0	25	0	0.92019
4	230	0	190	0	110	0	150	0	0.92221
4	45	0	40	0	20	0	25	0	0.922456
4	230	0	190	0	110	0	150	0	0.922712
4	375	0	370	0	345	0	350	0	0.929557
4	100	0	90	0	60	0	70	0	0.936665
4	100	0	90	0	60	0	70	0	0.93679
4	70	0	60	0	30	0	40	0	0.945555
4	70	0	60	0	30	0	40	0	0.945604
4	100	0	95	0	75	0	80	0	0.948351
4	120	0	110	0	80	0	90	0	0.94895
4	120	0	110	0	80	0	90	0	0.948962
4	100	0	95	0	75	0	80	0	0.950383
4	120	0	115	0	95	0	100	0	0.951388
4	120	0	115	0	95	0	100	0	0.953282
4	380	0	360	0	300	0	320	0	0.953467
4	105	0	100	0	80	0	85	0	0.954854
4	105	0	100	0	80	0	85	0	0.956178
4	130	0	120	0	90	0	100	0	0.956576
4	130	0	120	0	90	0	100	0	0.957241
4	320	0	315	0	290	0	295	0	0.95725
4	220	0	170	0	70	0	120	0	0.959639
4	220	0	170	0	70	0	120	0	0.960527
4	390	0	385	0	360	0	365	0	0.972783
4	35	0	30	0	10	0	15	0	0.979535
4	280	0	260	0	220	0	240	0	0.981572
4	280	0	260	0	220	0	240	0	0.98197
4	50	0	45	0	25	0	30	0	0.985215
4	35	0	30	0	10	0	15	0	0.985729
4	130	0	125	0	105	0	110	0	0.985854
4	400	0	390	0	350	0	360	0	0.985892
4	130	0	125	0	105	0	110	0	0.986039
4	50	0	45	0	25	0	30	0	0.988476
4	400	0	380	0	320	0	340	0	0.990091
4	60	0	50	0	20	0	30	0	0.990656
4	60	0	50	0	20	0	30	0	0.992691
4	385	0	380	0	355	0	360	0	1.00505
4	360	0	355	0	335	0	340	0	1.01942
4	300	0	290	0	260	0	270	0	1.02843
4	300	0	290	0	260	0	270	0	1.02947
4	110	0	100	0	70	0	80	0	1.03275
4	110	0	100	0	70	0	80	0	1.03303
4	125	0	120	0	100	0	105	0	1.03621
4	125	0	120	0	100	0	105	0	1.03677
4	380	0	375	0	350	0	355	0	1.03774
4	220	0	210	0	180	0	190	0	1.0472
4	220	0	210	0	180	0	190	0	1.04741
4	90	0	80	0	50	0	60	0	1.04792
4	90	0	80	0	50	0	60	0	1.0495
4	210	0	160	0	60	0	110	0	1.06876
4	210	0	160	0	60	0	110	0	1.06895
4	135	0	130	0	110	0	115	0	1.08327
4	135	0	130	0	110	0	115	0	1.08861
4	145	0	140	0	120	0	125	0	1.10398
4	25	0	20	0	0	0	5	0	1.10551
4	145	0	140	0	120	0	125	0	1.10595
4	140	0	130	0	100	0	110	0	1.10606
4	25	0	20	0	0	0	5	0	1.10611
4	80	0	70	0	40	0	50	0	1.10845
4	80	0	70	0	40	0	50	0	1.10865
4	140	0	130	0	100	0	110	0	1.11007
4	250	0	230	0	190	0	210	0	1.1121
4	250	0	230	0	190	0	210	0	1.11224
4	40	0	30	0	0	0	10	0	1.11657
4	40	0	30	0	0	0	10	0	1.11938
4	220	0	180	0	100	0	140	0	1.13042
4	50	0	40	0	10	0	20	0	1.13177
4	50	0	40	0	10	0	20	0	1.13196
4	220	0	180	0	100	0	140	0	1.13222
4	400	0	395	0	370	0	375	0	1.13702
4	165	0	160	0	140	0	145	0	1.13877
4	265	0	260	0	240	0	245	0	1.1391
4	165	0	160	0	140	0	145	0	1.14065
4	140	0	135	0	115	0	120	0	1.14238
4	140	0	135	0	115	0	120	0	1.14362
4	150	0	145	0	125	0	130	0	1.1457
4	150	0	145	0	125	0	130	0	1.15016
4	355	0	350	0	330	0	335	0	1.15482
4	370	0	330	0	250	0	290	0	1.16035
4	335	0	330	0	310	0	315	0	1.16303
4	200	0	190	0	160	0	170	0	1.17075
4	170	0	165	0	145	0	150	0	1.17213
4	200	0	190	0	160	0	170	0	1.17319
4	150	0	140	0	110	0	120	0	1.17553
4	150	0	140	0	110	0	120	0	1.17559
4	170	0	165	0	145	0	150	0	1.17571
4	200	0	150	0	50	0	100	0	1.18424
4	155	0	150	0	130	0	135	0	1.18641
4	155	0	150	0	130	0	135	0	1.18666
4	200	0	150	0	50	0	100	0	1.1885
4	295	0	290	0	270	0	275	0	1.18857
4	290	0	270	0	230	0	250	0	1.1896
4	195	0	190	0	170	0	175	0	1.19189
4	195	0	190	0	170	0	175	0	1.19221
4	230	0	200	0	140	0	170	0	1.19975
4	30	0	25	0	5	0	10	0	1.20212
4	30	0	25	0	5	0	10	0	1.20273
4	230	0	200	0	140	0	170	0	1.20339
4	40	0	35	0	15	0	20	0	1.20358
4	40	0	35	0	15	0	20	0	1.20392
4	185	0	180	0	160	0	165	0	1.21815
4	185	0	180	0	160	0	165	0	1.21829
4	180	0	175	0	155	0	160	0	1.22085
4	270	0	265	0	245	0	250	0	1.22204
4	180	0	175	0	155	0	160	0	1.22296
4	340	0	310	0	250	0	280	0	1.22421
4	175	0	170	0	150	0	155	0	1.2262
4	175	0	170	0	150	0	155	0	1.22916
4	210	0	200	0	170	0	180	0	1.23049
4	300	0	295	0	275	0	280	0	1.23447
4	210	0	200	0	170	0	180	0	1.2368
4	210	0	170	0	90	0	130	0	1.23711
4	210	0	170	0	90	0	130	0	1.23941
4	150	0	100	0	0	0	50	0	1.24894
4	150	0	100	0	0	0	50	0	1.25093
4	200	0	160	0	80	0	120	0	1.25317
4	160	0	110	0	10	0	60	0	1.25901
4	200	0	160	0	80	0	120	0	1.26069
4	160	0	110	0	10	0	60	0	1.26116
4	240	0	220	0	180	0	200	0	1.27221
4	170	0	120	0	20	0	70	0	1.27252
4	170	0	120	0	20	0	70	0	1.27405
4	240	0	220	0	180	0	200	0	1.27855
4	345	0	340	0	320	0	325	0	1.27997
4	160	0	155	0	135	0	140	0	1.28342
4	160	0	155	0	135	0	140	0	1.28675
4	190	0	140	0	40	0	90	0	1.29274
4	190	0	140	0	40	0	90	0	1.29409
4	160	0	150	0	120	0	130	0	1.30983
4	160	0	150	0	120	0	130	0	1.3138
4	190	0	185	0	165	0	170	0	1.326
4	190	0	185	0	165	0	170	0	1.32618
4	350	0	345	0	325	0	330	0	1.32841
4	150	0	110	0	30	0	70	0	1.33348
4	150	0	110	0	30	0	70	0	1.33415
4	180	0	130	0	30	0	80	0	1.33502
4	180	0	130	0	30	0	80	0	1.33595
4	310	0	305	0	285	0	290	0	1.33975
4	190	0	150	0	70	0	110	0	1.3483
4	190	0	150	0	70	0	110	0	1.35038
4	170	0	160	0	130	0	140	0	1.35194
4	170	0	160	0	130	0	140	0	1.35223
4	180	0	140	0	60	0	100	0	1.36128
4	180	0	140	0	60	0	100	0	1.36248
4	160	0	120	0	40	0	80	0	1.37698
4	160	0	120	0	40	0	80	0	1.37775
4	180	0	170	0	140	0	150	0	1.37776
4	180	0	170	0	140	0	150	0	1.3782
4	170	0	130	0	50	0	90	0	1.3841
4	170	0	130	0	50	0	90	0	1.38424
4	220	0	190	0	130	0	160	0	1.386
4	220	0	190	0	130	0	160	0	1.38662
4	140	0	100	0	20	0	60	0	1.38675
4	140	0	100	0	20	0	60	0	1.38745
4	300	0	280	0	240	0	260	0	1.39855
4	300	0	280	0	240	0	260	0	1.3986
4	390	0	385	0	365	0	370	0	1.40625
4	360	0	350	0	320	0	330	0	1.41187
4	130	0	90	0	10	0	50	0	1.41998
4	130	0	90	0	10	0	50	0	1.4247
4	340	0	335	0	315	0	320	0	1.43608
4	150	0	120	0	60	0	90	0	1.45139
4	150	0	120	0	60	0	90	0	1.45193
4	190	0	180	0	150	0	160	0	1.45252
4	190	0	180	0	150	0	160	0	1.45276
4	120	0	80	0	0	0	40	0	1.45521
4	285	0	280	0	260	0	265	0	1.45834
4	120	0	80	0	0	0	40	0	1.45863
4	330	0	325	0	305	0	310	0	1.46122
4	140	0	110	0	50	0	80	0	1.48626
4	140	0	110	0	50	0	80	0	1.48631
4	160	0	130	0	70	0	100	0	1.50241
4	160	0	130	0	70	0	100	0	1.50287
4	330	0	300	0	240	0	270	0	1.53648
4	130	0	100	0	40	0	70	0	1.53656
4	130	0	100	0	40	0	70	0	1.53723
4	170	0	140	0	80	0	110	0	1.5537
4	170	0	140	0	80	0	110	0	1.55411
4	305	0	300	0	280	0	285	0	1.57426
4	380	0	340	0	260	0	300	0	1.59144
4	90	0	60	0	0	0	30	0	1.62469
4	90	0	60	0	0	0	30	0	1.62476
4	210	0	180	0	120	0	150	0	1.6424
4	210	0	180	0	120	0	150	0	1.64305
4	325	0	320	0	300	0	305	0	1.65307
4	120	0	90	0	30	0	60	0	1.66961
4	120	0	90	0	30	0	60	0	1.6714
4	180	0	150	0	90	0	120	0	1.67674
4	180	0	150	0	90	0	120	0	1.67917
4	370	0	365	0	345	0	350	0	1.68956
4	350	0	340	0	310	0	320	0	1.6968
4	350	0	320	0	260	0	290	0	1.70534
4	390	0	350	0	270	0	310	0	1.71018
4	340	0	330	0	300	0	310	0	1.73029
4	315	0	310	0	290	0	295	0	1.73102
4	190	0	160	0	100	0	130	0	1.73522
4	190	0	160	0	100	0	130	0	1.737
4	110	0	80	0	20	0	50	0	1.74558
4	110	0	80	0	20	0	50	0	1.74666
4	365	0	360	0	340	0	345	0	1.75357
4	230	0	210	0	170	0	190	0	1.75597
4	230	0	210	0	170	0	190	0	1.75677
4	200	0	170	0	110	0	140	0	1.7804
4	200	0	170	0	110	0	140	0	1.78225
4	100	0	70	0	10	0	40	0	1.78493
4	100	0	70	0	10	0	40	0	1.78584
4	320	0	310	0	280	0	290	0	1.78584
4	70	0	65	0	50	0	55	0	1.79159
4	370	0	360	0	330	0	340	0	1.82884
4	395	0	390	0	370	0	375	0	1.83566
4	375	0	370	0	350	0	355	0	1.84073
4	310	0	290	0	250	0	270	0	1.86201
4	70	0	65	0	50	0	55	0	1.88212
4	140	0	120	0	80	0	100	0	1.89369
4	140	0	120	0	80	0	100	0	1.89617
4	130	0	110	0	70	0	90	0	1.91313
4	130	0	110	0	70	0	90	0	1.91338
4	70	0	50	0	10	0	30	0	2.0237
4	70	0	50	0	10	0	30	0	2.02697
4	110	0	90	0	50	0	70	0	2.03043
4	110	0	90	0	50	0	70	0	2.03126
4	330	0	320	0	290	0	300	0	2.03221
4	120	0	100	0	60	0	80	0	2.04332
4	120	0	100	0	60	0	80	0	2.04443
4	65	0	60	0	45	0	50	0	2.04528
4	65	0	60	0	45	0	50	0	2.04856
4	320	0	300	0	260	0	280	0	2.07393
4	80	0	60	0	20	0	40	0	2.09048
4	80	0	60	0	20	0	40	0	2.09295
4	150	0	130	0	90	0	110	0	2.11519
4	150	0	130	0	90	0	110	0	2.11906
4	75	0	70	0	55	0	60	0	2.13238
4	75	0	70	0	55	0	60	0	2.14014
4	380	0	375	0	355	0	360	0	2.14284
4	320	0	315	0	295	0	300	0	2.14505
4	235	0	230	0	215	0	220	0	2.14939
4	60	0	40	0	0	0	20	0	2.16366
4	60	0	40	0	0	0	20	0	2.1644
4	220	0	200	0	160	0	180	0	2.17029
4	220	0	200	0	160	0	180	0	2.17279
4	60	0	55	0	40	0	45	0	2.18944
4	60	0	55	0	40	0	45	0	2.1906
4	100	0	80	0	40	0	60	0	2.20999
4	100	0	80	0	40	0	60	0	2.21171
4	360	0	330	0	270	0	300	0	2.25702
4	245	0	240	0	225	0	230	0	2.25995
4	390	0	380	0	350	0	360	0	2.26061
